"";"X";"tile";"xrange1";"xrange2";"yrange1";"yrange2";"istruzione";"salute";"trasporti";"qualifica";"servizi"
"185";185;"Tile row 9, col 26";1518658,25062798;1519276,51605997;5037555,38173294;5038107,92384862;0;0;0,142857142857143;1;0,0287081339712919
"186";186;"Tile row 9, col 27";1519276,51605997;1519894,78151051;5037555,38173294;5038107,92384862;0;0;0,0952380952380952;1;0
"187";187;"Tile row 9, col 28";1519894,78151051;1520502,25794475;5037555,38173294;5038107,92384862;0;0;0;1;0,0382775119617225
"188";188;"Tile row 10, col 3";1504798,39665953;1505056,41099434;5037235,5512659;5037555,38173294;0;0;0;1;0
"189";189;"Tile row 10, col 4";1505056,41099434;1505674,67644488;5037002,83961726;5037555,38173294;1;0;0;0,666666666666667;0
"190";190;"Tile row 10, col 5";1505674,67644488;1506292,94187687;5037002,83961726;5037555,38173294;0;0;0,0476190476190476;1;0
"191";191;"Tile row 10, col 6";1506292,94187687;1506911,20730886;5037002,83961726;5037555,38173294;0;0;0;1;0
"192";192;"Tile row 10, col 7";1506911,20730886;1507529,4727594;5037002,83961726;5037555,38173294;0;0;0;1;0
"193";193;"Tile row 10, col 8";1507529,4727594;1508147,73819139;5037002,83961726;5037555,38173294;0,333333333333333;0,411764705882353;0;1;0,129186602870813
"194";194;"Tile row 10, col 9";1508147,73819139;1508766,00364193;5037002,83961726;5037555,38173294;0,333333333333333;0;0;1;0
"195";195;"Tile row 10, col 10";1508766,00364193;1509384,26907392;5037002,83961726;5037555,38173294;0,333333333333333;0,411764705882353;0,0476190476190476;1;0,0574162679425837
"196";196;"Tile row 10, col 11";1509384,26907392;1510002,53450591;5037002,83961726;5037555,38173294;0;0,411764705882353;0,19047619047619;1;0,0334928229665072
"197";197;"Tile row 10, col 12";1510002,53450591;1510620,79995645;5037002,83961726;5037555,38173294;0,666666666666667;0;0,0952380952380952;1;0,0382775119617225
"198";198;"Tile row 10, col 13";1510620,79995645;1511239,06538844;5037002,83961726;5037555,38173294;0;0,411764705882353;0,142857142857143;0,666666666666667;0,062200956937799
"199";199;"Tile row 10, col 14";1511239,06538844;1511857,33082043;5037002,83961726;5037555,38173294;0;0,411764705882353;0,380952380952381;1;0,244019138755981
"200";200;"Tile row 10, col 15";1511857,33082043;1512475,59625243;5037002,83961726;5037555,38173294;1;0,411764705882353;0,761904761904762;1;0,320574162679426
"201";201;"Tile row 10, col 16";1512475,59625243;1513093,86168442;5037002,83961726;5037555,38173294;0,333333333333333;0,411764705882353;0,504761904761905;0,666666666666667;0,397129186602871
"202";202;"Tile row 10, col 17";1513093,86168442;1513712,12711641;5037002,83961726;5037555,38173294;0;0;0,238095238095238;0,333333333333333;0,177033492822966
"203";203;"Tile row 10, col 18";1513712,12711641;1514330,3925484;5037002,83961726;5037555,38173294;0,333333333333333;0;0,0476190476190476;1;0,0526315789473684
"204";204;"Tile row 10, col 19";1514330,3925484;1514948,65799894;5037002,83961726;5037555,38173294;1;0,411764705882353;0,333333333333333;1;0,598086124401914
"205";205;"Tile row 10, col 20";1514948,65799894;1515566,92343093;5037002,83961726;5037555,38173294;0,666666666666667;0,411764705882353;0,238095238095238;1;0,215311004784689
"206";206;"Tile row 10, col 21";1515566,92343093;1516185,18886292;5037002,83961726;5037555,38173294;1;0,705882352941177;0,952380952380952;0,666666666666667;0,626794258373206
"207";207;"Tile row 10, col 22";1516185,18886292;1516803,45431346;5037002,83961726;5037555,38173294;0,666666666666667;0,705882352941177;0,333333333333333;0,666666666666667;0,425837320574163
"208";208;"Tile row 10, col 23";1516803,45431346;1517421,71974545;5037002,83961726;5037555,38173294;0,666666666666667;0,705882352941177;0,428571428571429;1;0,645933014354067
"209";209;"Tile row 10, col 24";1517421,71974545;1518039,98519599;5037002,83961726;5037555,38173294;0,666666666666667;1;0,380952380952381;1;0,607655502392344
"210";210;"Tile row 10, col 25";1518039,98519599;1518658,25062798;5037002,83961726;5037555,38173294;0,333333333333333;1;0,171428571428571;1;0,248803827751196
"211";211;"Tile row 10, col 26";1518658,25062798;1519276,51605997;5037002,83961726;5037555,38173294;1;0,705882352941177;0,380952380952381;1;0,215311004784689
"212";212;"Tile row 10, col 27";1519276,51605997;1519894,78151051;5037002,83961726;5037555,38173294;0,666666666666667;0;0,238095238095238;1;0
"213";213;"Tile row 10, col 28";1519894,78151051;1520430,05294998;5037002,83961726;5037555,38173294;0;0;0,0476190476190476;1;0
"214";214;"Tile row 11, col 4";1505160,57948997;1505674,67644488;5036450,29752012;5037002,83961726;0;0;0;1;0
"215";215;"Tile row 11, col 5";1505674,67644488;1506292,94187687;5036450,29752012;5037002,83961726;0;0;0;1;0
"216";216;"Tile row 11, col 6";1506292,94187687;1506911,20730886;5036450,29752012;5037002,83961726;0;0;0,0476190476190476;0,666666666666667;0
"217";217;"Tile row 11, col 7";1506911,20730886;1507529,4727594;5036450,29752012;5037002,83961726;0;0;0,0476190476190476;0,666666666666667;0,0191387559808612
"218";218;"Tile row 11, col 8";1507529,4727594;1508147,73819139;5036450,29752012;5037002,83961726;0;0;0;1;0,0287081339712919
"219";219;"Tile row 11, col 9";1508147,73819139;1508766,00364193;5036450,29752012;5037002,83961726;0;0;0;1;0
"220";220;"Tile row 11, col 10";1508766,00364193;1509384,26907392;5036450,29752012;5037002,83961726;0;0;0;1;0,0287081339712919
"221";221;"Tile row 11, col 11";1509384,26907392;1510002,53450591;5036450,29752012;5037002,83961726;0;0;0;1;0,0334928229665072
"222";222;"Tile row 11, col 12";1510002,53450591;1510620,79995645;5036450,29752012;5037002,83961726;0,666666666666667;0;0;1;0
"223";223;"Tile row 11, col 13";1510620,79995645;1511239,06538844;5036450,29752012;5037002,83961726;0,666666666666667;0,411764705882353;0,380952380952381;1;0,0909090909090909
"224";224;"Tile row 11, col 14";1511239,06538844;1511857,33082043;5036450,29752012;5037002,83961726;1;0,411764705882353;0,238095238095238;1;0,129186602870813
"225";225;"Tile row 11, col 15";1511857,33082043;1512475,59625243;5036450,29752012;5037002,83961726;1;0,411764705882353;0,238095238095238;1;0,334928229665072
"226";226;"Tile row 11, col 16";1512475,59625243;1513093,86168442;5036450,29752012;5037002,83961726;0,333333333333333;0,411764705882353;0,619047619047619;0,666666666666667;0,334928229665072
"227";227;"Tile row 11, col 17";1513093,86168442;1513712,12711641;5036450,29752012;5037002,83961726;1;0,411764705882353;0,238095238095238;0,666666666666667;0,421052631578947
"228";228;"Tile row 11, col 18";1513712,12711641;1514330,3925484;5036450,29752012;5037002,83961726;0,333333333333333;0,411764705882353;0,761904761904762;0,833333333333333;0,507177033492823
"229";229;"Tile row 11, col 19";1514330,3925484;1514948,65799894;5036450,29752012;5037002,83961726;0,666666666666667;0,411764705882353;0,219047619047619;1;0,162679425837321
"230";230;"Tile row 11, col 20";1514948,65799894;1515566,92343093;5036450,29752012;5037002,83961726;0,333333333333333;0,411764705882353;0,285714285714286;0,666666666666667;0,277511961722488
"231";231;"Tile row 11, col 21";1515566,92343093;1516185,18886292;5036450,29752012;5037002,83961726;1;0,705882352941177;0,552380952380952;1;0,339712918660287
"232";232;"Tile row 11, col 22";1516185,18886292;1516803,45431346;5036450,29752012;5037002,83961726;0,666666666666667;0,705882352941177;0,523809523809524;0,666666666666667;0,808612440191388
"233";233;"Tile row 11, col 23";1516803,45431346;1517421,71974545;5036450,29752012;5037002,83961726;1;1;0,761904761904762;0,666666666666667;0,430622009569378
"234";234;"Tile row 11, col 24";1517421,71974545;1518039,98519599;5036450,29752012;5037002,83961726;0,666666666666667;0,705882352941177;0,333333333333333;0,833333333333333;0,69377990430622
"235";235;"Tile row 11, col 25";1518039,98519599;1518658,25062798;5036450,29752012;5037002,83961726;0;1;0,904761904761905;1;0,923444976076555
"236";236;"Tile row 11, col 26";1518658,25062798;1519276,51605997;5036450,29752012;5037002,83961726;1;0,705882352941177;0,333333333333333;0,666666666666667;0,186602870813397
"237";237;"Tile row 11, col 27";1519276,51605997;1519894,78151051;5036450,29752012;5037002,83961726;0;0;0;0,333333333333333;0
"238";238;"Tile row 11, col 28";1519894,78151051;1520513,0469425;5036450,29752012;5037002,83961726;0;0;0;1;0
"239";239;"Tile row 11, col 29";1520513,0469425;1520725,55791174;5036450,29752012;5036796,04748585;0;0;0;1;0
"240";240;"Tile row 12, col 4";1505387,79654566;1505674,67644488;5036144,47098783;5036450,29752012;0;0;0;1;0
"241";241;"Tile row 12, col 5";1505674,67644488;1506292,94187687;5035897,75540444;5036450,29752012;0;0;0;1;0
"242";242;"Tile row 12, col 6";1506292,94187687;1506911,20730886;5035897,75540444;5036450,29752012;0;0;0,142857142857143;0,666666666666667;0,0287081339712919
"243";243;"Tile row 12, col 7";1506911,20730886;1507529,4727594;5035897,75540444;5036450,29752012;0,333333333333333;0;0,238095238095238;1;0,062200956937799
"244";244;"Tile row 12, col 8";1507529,4727594;1508147,73819139;5035897,75540444;5036450,29752012;0,333333333333333;0;0,0952380952380952;0,666666666666667;0,0334928229665072
"245";245;"Tile row 12, col 9";1508147,73819139;1508766,00364193;5035897,75540444;5036450,29752012;0;0;0,142857142857143;1;0,062200956937799
"246";246;"Tile row 12, col 10";1508766,00364193;1509384,26907392;5035897,75540444;5036450,29752012;0;0;0;1;0
"247";247;"Tile row 12, col 11";1509384,26907392;1510002,53450591;5035897,75540444;5036450,29752012;0;0;0,0476190476190476;0,666666666666667;0,0861244019138756
"248";248;"Tile row 12, col 12";1510002,53450591;1510620,79995645;5035897,75540444;5036450,29752012;0;0;0;1;0,0287081339712919
"249";249;"Tile row 12, col 13";1510620,79995645;1511239,06538844;5035897,75540444;5036450,29752012;0,666666666666667;0;0,285714285714286;1;0,0574162679425837
"250";250;"Tile row 12, col 14";1511239,06538844;1511857,33082043;5035897,75540444;5036450,29752012;0,333333333333333;0,411764705882353;0,571428571428571;0,666666666666667;0,263157894736842
"251";251;"Tile row 12, col 15";1511857,33082043;1512475,59625243;5035897,75540444;5036450,29752012;0;0;0,0952380952380952;1;0
"252";252;"Tile row 12, col 16";1512475,59625243;1513093,86168442;5035897,75540444;5036450,29752012;0,333333333333333;0,411764705882353;0,428571428571429;1;0,253588516746411
"253";253;"Tile row 12, col 17";1513093,86168442;1513712,12711641;5035897,75540444;5036450,29752012;0,666666666666667;1;0,523809523809524;1;0,818181818181818
"254";254;"Tile row 12, col 18";1513712,12711641;1514330,3925484;5035897,75540444;5036450,29752012;1;0,705882352941177;0,619047619047619;0,666666666666667;0,325358851674641
"255";255;"Tile row 12, col 19";1514330,3925484;1514948,65799894;5035897,75540444;5036450,29752012;1;1;0,285714285714286;0,333333333333333;0,77511961722488
"256";256;"Tile row 12, col 20";1514948,65799894;1515566,92343093;5035897,75540444;5036450,29752012;0,666666666666667;0,411764705882353;0,742857142857143;1;0,325358851674641
"257";257;"Tile row 12, col 21";1515566,92343093;1516185,18886292;5035897,75540444;5036450,29752012;1;1;0,428571428571429;1;0,449760765550239
"258";258;"Tile row 12, col 22";1516185,18886292;1516803,45431346;5035897,75540444;5036450,29752012;0,333333333333333;1;0,238095238095238;1;0,746411483253588
"259";259;"Tile row 12, col 23";1516803,45431346;1517421,71974545;5035897,75540444;5036450,29752012;0,666666666666667;1;0,142857142857143;0,666666666666667;0,784688995215311
"260";260;"Tile row 12, col 24";1517421,71974545;1518039,98519599;5035897,75540444;5036450,29752012;0,333333333333333;0,705882352941177;0,952380952380952;1;0,325358851674641
"261";261;"Tile row 12, col 25";1518039,98519599;1518658,25062798;5035897,75540444;5036450,29752012;0,666666666666667;0,294117647058824;0,285714285714286;1;0,181818181818182
"262";262;"Tile row 12, col 26";1518658,25062798;1519276,51605997;5035897,75540444;5036450,29752012;0;0,411764705882353;0,285714285714286;0,333333333333333;0,133971291866029
"263";263;"Tile row 12, col 27";1519276,51605997;1519894,78151051;5035897,75540444;5036450,29752012;0;0;0,285714285714286;0,666666666666667;0,0574162679425837
"264";264;"Tile row 12, col 28";1519894,78151051;1520513,0469425;5035897,75540444;5036450,29752012;0;0;0,142857142857143;0,333333333333333;0
"265";265;"Tile row 12, col 29";1520513,0469425;1520718,45899416;5036223,86137078;5036450,29752012;0;0;0;1;0
"266";266;"Tile row 13, col 5";1505868,61442978;1506292,94187687;5035345,21328876;5035897,75540444;0;0;0;0,666666666666667;0
"267";267;"Tile row 13, col 6";1506292,94187687;1506911,20730886;5035345,21328876;5035897,75540444;0,666666666666667;0;0,0952380952380952;1;0
"268";268;"Tile row 13, col 7";1506911,20730886;1507529,4727594;5035345,21328876;5035897,75540444;0;0,411764705882353;0,0952380952380952;1;0,0334928229665072
"269";269;"Tile row 13, col 8";1507529,4727594;1508147,73819139;5035345,21328876;5035897,75540444;0;0;0,0952380952380952;0,666666666666667;0
"270";270;"Tile row 13, col 9";1508147,73819139;1508766,00364193;5035345,21328876;5035897,75540444;0,333333333333333;0,411764705882353;0,523809523809524;1;0,100478468899522
"271";271;"Tile row 13, col 10";1508766,00364193;1509384,26907392;5035345,21328876;5035897,75540444;1;0;0,428571428571429;1;0,215311004784689
"272";272;"Tile row 13, col 11";1509384,26907392;1510002,53450591;5035345,21328876;5035897,75540444;0,666666666666667;0,411764705882353;0,380952380952381;1;0,354066985645933
"273";273;"Tile row 13, col 12";1510002,53450591;1510620,79995645;5035345,21328876;5035897,75540444;1;0,411764705882353;0,428571428571429;1;0,200956937799043
"274";274;"Tile row 13, col 13";1510620,79995645;1511239,06538844;5035345,21328876;5035897,75540444;1;0,411764705882353;0,571428571428571;1;0,440191387559809
"275";275;"Tile row 13, col 14";1511239,06538844;1511857,33082043;5035345,21328876;5035897,75540444;0;0,411764705882353;0,380952380952381;1;0,248803827751196
"276";276;"Tile row 13, col 15";1511857,33082043;1512475,59625243;5035345,21328876;5035897,75540444;0,666666666666667;0,411764705882353;0,142857142857143;1;0,133971291866029
"277";277;"Tile row 13, col 16";1512475,59625243;1513093,86168442;5035345,21328876;5035897,75540444;0,333333333333333;0;0,428571428571429;1;0,258373205741627
"278";278;"Tile row 13, col 17";1513093,86168442;1513712,12711641;5035345,21328876;5035897,75540444;0;0,588235294117647;0,19047619047619;0,833333333333333;0,148325358851675
"279";279;"Tile row 13, col 18";1513712,12711641;1514330,3925484;5035345,21328876;5035897,75540444;0,666666666666667;0;0,476190476190476;1;0,133971291866029
"280";280;"Tile row 13, col 19";1514330,3925484;1514948,65799894;5035345,21328876;5035897,75540444;1;0,705882352941177;0,0952380952380952;0,666666666666667;0,717703349282297
"281";281;"Tile row 13, col 20";1514948,65799894;1515566,92343093;5035345,21328876;5035897,75540444;0,333333333333333;0,705882352941177;0,333333333333333;1;0,22488038277512
"282";282;"Tile row 13, col 21";1515566,92343093;1516185,18886292;5035345,21328876;5035897,75540444;0,666666666666667;0,705882352941177;0,142857142857143;1;0,488038277511962
"283";283;"Tile row 13, col 22";1516185,18886292;1516803,45431346;5035345,21328876;5035897,75540444;1;0,705882352941177;0,40952380952381;0,666666666666667;0,861244019138756
"284";284;"Tile row 13, col 23";1516803,45431346;1517421,71974545;5035345,21328876;5035897,75540444;0;1;0,619047619047619;1;0,377990430622009
"285";285;"Tile row 13, col 24";1517421,71974545;1518039,98519599;5035345,21328876;5035897,75540444;0,666666666666667;1;0,428571428571429;1;0,406698564593301
"286";286;"Tile row 13, col 25";1518039,98519599;1518658,25062798;5035345,21328876;5035897,75540444;0,666666666666667;1;0,0476190476190476;0,666666666666667;0,272727272727273
"287";287;"Tile row 13, col 26";1518658,25062798;1519276,51605997;5035345,21328876;5035897,75540444;0;0;0,0952380952380952;0,666666666666667;0,0334928229665072
"288";288;"Tile row 13, col 27";1519276,51605997;1519894,78151051;5035345,21328876;5035897,75540444;1;0,294117647058824;0,380952380952381;0,333333333333333;0,124401913875598
"289";289;"Tile row 13, col 28";1519894,78151051;1520513,0469425;5035345,21328876;5035897,75540444;0;0;0;1;0
"290";290;"Tile row 13, col 29";1520513,0469425;1521131,31237449;5035345,21328876;5035513,76643855;0;0;0;1;0
"291";291;"Tile row 13, col 30";1521131,31237449;1521336,26397297;5035345,21328876;5035500,36644403;0;0;0;1;0
"292";292;"Tile row 14, col 5";1505731,54943364;1506292,94187687;5034792,67117307;5035345,21328876;0;0;0;1;0
"293";293;"Tile row 14, col 6";1506292,94187687;1506911,20730886;5034792,67117307;5035345,21328876;0;0,705882352941177;0;1;0,0287081339712919
"294";294;"Tile row 14, col 7";1506911,20730886;1507529,4727594;5034792,67117307;5035345,21328876;0;0;0;0,666666666666667;0,0669856459330143
"295";295;"Tile row 14, col 8";1507529,4727594;1508147,73819139;5034792,67117307;5035345,21328876;0;0;0;1;0
"296";296;"Tile row 14, col 9";1508147,73819139;1508766,00364193;5034792,67117307;5035345,21328876;0;0;0,19047619047619;1;0,0287081339712919
"297";297;"Tile row 14, col 10";1508766,00364193;1509384,26907392;5034792,67117307;5035345,21328876;0,666666666666667;0;0,285714285714286;1;0,0334928229665072
"298";298;"Tile row 14, col 11";1509384,26907392;1510002,53450591;5034792,67117307;5035345,21328876;0,666666666666667;0,294117647058824;0,0952380952380952;1;0,0909090909090909
"299";299;"Tile row 14, col 12";1510002,53450591;1510620,79995645;5034792,67117307;5035345,21328876;0,666666666666667;0,411764705882353;0,523809523809524;1;0,545454545454545
"300";300;"Tile row 14, col 13";1510620,79995645;1511239,06538844;5034792,67117307;5035345,21328876;0;0,411764705882353;0,238095238095238;0,833333333333333;0,483253588516746
"301";301;"Tile row 14, col 14";1511239,06538844;1511857,33082043;5034792,67117307;5035345,21328876;0,333333333333333;0,705882352941177;0,666666666666667;0,666666666666667;0,62200956937799
"302";302;"Tile row 14, col 15";1511857,33082043;1512475,59625243;5034792,67117307;5035345,21328876;0,666666666666667;0,411764705882353;0,380952380952381;1;0,626794258373206
"303";303;"Tile row 14, col 16";1512475,59625243;1513093,86168442;5034792,67117307;5035345,21328876;1;0,705882352941177;0,857142857142857;1;0,30622009569378
"304";304;"Tile row 14, col 17";1513093,86168442;1513712,12711641;5034792,67117307;5035345,21328876;1;1;0,285714285714286;1;0,181818181818182
"305";305;"Tile row 14, col 18";1513712,12711641;1514330,3925484;5034792,67117307;5035345,21328876;0;1;0,885714285714286;1;0,320574162679426
"306";306;"Tile row 14, col 19";1514330,3925484;1514948,65799894;5034792,67117307;5035345,21328876;0;1;0,333333333333333;0,333333333333333;0,708133971291866
"307";307;"Tile row 14, col 20";1514948,65799894;1515566,92343093;5034792,67117307;5035345,21328876;0,666666666666667;0,411764705882353;0,238095238095238;0,666666666666667;0,483253588516746
"308";308;"Tile row 14, col 21";1515566,92343093;1516185,18886292;5034792,67117307;5035345,21328876;0;0,411764705882353;0,0952380952380952;1;0,444976076555024
"309";309;"Tile row 14, col 22";1516185,18886292;1516803,45431346;5034792,67117307;5035345,21328876;1;0,705882352941177;0,19047619047619;0,5;0,488038277511962
"310";310;"Tile row 14, col 23";1516803,45431346;1517421,71974545;5034792,67117307;5035345,21328876;1;1;0,552380952380952;1;0,45933014354067
"311";311;"Tile row 14, col 24";1517421,71974545;1518039,98519599;5034792,67117307;5035345,21328876;1;1;0,714285714285714;1;0,559808612440191
"312";312;"Tile row 14, col 25";1518039,98519599;1518658,25062798;5034792,67117307;5035345,21328876;1;0,705882352941177;0,571428571428571;1;0,531100478468899
"313";313;"Tile row 14, col 26";1518658,25062798;1519276,51605997;5034792,67117307;5035345,21328876;0;0;0,19047619047619;1;0,15311004784689
"314";314;"Tile row 14, col 27";1519276,51605997;1519894,78151051;5034792,67117307;5035345,21328876;0;0;0;0,666666666666667;0
"315";315;"Tile row 14, col 28";1519894,78151051;1520513,0469425;5034792,67117307;5035345,21328876;0;0;0,0952380952380952;1;0,0287081339712919
"316";316;"Tile row 14, col 29";1520513,0469425;1521131,31237449;5034792,67117307;5035345,21328876;0;0;0,0476190476190476;1;0,0287081339712919
"317";317;"Tile row 14, col 30";1521131,31237449;1521345,95786188;5034792,67117307;5035345,21328876;0;0;0;1;0
"318";318;"Tile row 15, col 1";1503380,79466252;1503819,88013036;5034240,12907594;5034752,37151275;0;0;0;1;0
"319";319;"Tile row 15, col 2";1503819,88013036;1504438,14556235;5034240,12907594;5034531,59154623;0;0;0;1;0
"320";320;"Tile row 15, col 3";1504438,14556235;1505056,41099434;5034240,12907594;5034446,01549176;0;0;0;1;0
"321";321;"Tile row 15, col 4";1505056,41099434;1505674,67644488;5034240,12907594;5034618,88152523;0;0;0;0,666666666666667;0
"322";322;"Tile row 15, col 5";1505674,67644488;1506292,94187687;5034240,12907594;5034792,67117307;0;0;0;0,666666666666667;0
"323";323;"Tile row 15, col 6";1506292,94187687;1506911,20730886;5034240,12907594;5034792,67117307;1;0,705882352941177;0,0952380952380952;1;0,133971291866029
"324";324;"Tile row 15, col 7";1506911,20730886;1507529,4727594;5034240,12907594;5034792,67117307;0,666666666666667;0;0,0952380952380952;1;0,215311004784689
"325";325;"Tile row 15, col 8";1507529,4727594;1508147,73819139;5034240,12907594;5034792,67117307;0;0;0;1;0,0143540669856459
"326";326;"Tile row 15, col 9";1508147,73819139;1508766,00364193;5034240,12907594;5034792,67117307;0,333333333333333;0;0;1;0,162679425837321
"327";327;"Tile row 15, col 10";1508766,00364193;1509384,26907392;5034240,12907594;5034792,67117307;0,333333333333333;0;0,19047619047619;1;0,0574162679425837
"328";328;"Tile row 15, col 11";1509384,26907392;1510002,53450591;5034240,12907594;5034792,67117307;0;0;0,0476190476190476;1;0
"329";329;"Tile row 15, col 12";1510002,53450591;1510620,79995645;5034240,12907594;5034792,67117307;1;0,705882352941177;0,142857142857143;0,333333333333333;0,258373205741627
"330";330;"Tile row 15, col 13";1510620,79995645;1511239,06538844;5034240,12907594;5034792,67117307;0,333333333333333;0,705882352941177;0,333333333333333;0,666666666666667;0,593301435406699
"331";331;"Tile row 15, col 14";1511239,06538844;1511857,33082043;5034240,12907594;5034792,67117307;0;0,411764705882353;0,333333333333333;0,666666666666667;0,200956937799043
"332";332;"Tile row 15, col 15";1511857,33082043;1512475,59625243;5034240,12907594;5034792,67117307;1;0,411764705882353;0;1;0,5311004784689
"333";333;"Tile row 15, col 16";1512475,59625243;1513093,86168442;5034240,12907594;5034792,67117307;0,333333333333333;0,705882352941177;0,619047619047619;1;0,377990430622009
"334";334;"Tile row 15, col 17";1513093,86168442;1513712,12711641;5034240,12907594;5034792,67117307;0,666666666666667;0,705882352941177;0,142857142857143;1;0,425837320574163
"335";335;"Tile row 15, col 18";1513712,12711641;1514330,3925484;5034240,12907594;5034792,67117307;1;0,705882352941177;0,285714285714286;1;0,502392344497608
"336";336;"Tile row 15, col 19";1514330,3925484;1514948,65799894;5034240,12907594;5034792,67117307;0;0,705882352941177;0,904761904761905;1;0,85645933014354
"337";337;"Tile row 15, col 20";1514948,65799894;1515566,92343093;5034240,12907594;5034792,67117307;0;0,705882352941177;0,380952380952381;0,666666666666667;0,588516746411483
"338";338;"Tile row 15, col 21";1515566,92343093;1516185,18886292;5034240,12907594;5034792,67117307;0,666666666666667;0,705882352941177;0,285714285714286;1;0,492822966507177
"339";339;"Tile row 15, col 22";1516185,18886292;1516803,45431346;5034240,12907594;5034792,67117307;0,666666666666667;1;0,476190476190476;0,666666666666667;0,698564593301435
"340";340;"Tile row 15, col 23";1516803,45431346;1517421,71974545;5034240,12907594;5034792,67117307;0,333333333333333;0,705882352941177;0,619047619047619;0,666666666666667;0,330143540669856
"341";341;"Tile row 15, col 24";1517421,71974545;1518039,98519599;5034240,12907594;5034792,67117307;0,666666666666667;1;0,619047619047619;1;0,564593301435407
"342";342;"Tile row 15, col 25";1518039,98519599;1518658,25062798;5034240,12907594;5034792,67117307;1;0;0,285714285714286;1;0,258373205741627
"343";343;"Tile row 15, col 26";1518658,25062798;1519276,51605997;5034240,12907594;5034792,67117307;0;0;0;0,666666666666667;0,0669856459330143
"344";344;"Tile row 15, col 27";1519276,51605997;1519894,78151051;5034240,12907594;5034792,67117307;0;0;0;1;0
"345";345;"Tile row 15, col 28";1519894,78151051;1520513,0469425;5034240,12907594;5034792,67117307;0;0,411764705882353;0;1;0,0382775119617225
"346";346;"Tile row 15, col 29";1520513,0469425;1521131,31237449;5034240,12907594;5034792,67117307;0;0,294117647058824;0;1;0
"347";347;"Tile row 15, col 30";1521131,31237449;1521345,99304736;5034240,12907594;5034792,67117307;0;0;0;1;0
"348";348;"Tile row 16, col 1";1503470,18454918;1503819,88013036;5033687,5869788;5034240,12907594;0;0;0;1;0
"349";349;"Tile row 16, col 2";1503819,88013036;1504438,14556235;5033687,5869788;5034240,12907594;0;0;0;1;0
"350";350;"Tile row 16, col 3";1504438,14556235;1505056,41099434;5033687,5869788;5034240,12907594;0;0;0;1;0
"351";351;"Tile row 16, col 4";1505056,41099434;1505674,67644488;5033687,5869788;5034240,12907594;0;0;0;0,666666666666667;0
"352";352;"Tile row 16, col 5";1505674,67644488;1506292,94187687;5033687,5869788;5034240,12907594;0;0;0;1;0
"353";353;"Tile row 16, col 6";1506292,94187687;1506911,20730886;5033687,5869788;5034240,12907594;0,666666666666667;0;0,142857142857143;1;0,0287081339712919
"354";354;"Tile row 16, col 7";1506911,20730886;1507529,4727594;5033687,5869788;5034240,12907594;0,666666666666667;0,411764705882353;0,428571428571429;0,833333333333333;0,363636363636364
"355";355;"Tile row 16, col 8";1507529,4727594;1508147,73819139;5033687,5869788;5034240,12907594;1;0,411764705882353;0,380952380952381;0,666666666666667;0,373205741626794
"356";356;"Tile row 16, col 9";1508147,73819139;1508766,00364193;5033687,5869788;5034240,12907594;0;0,705882352941177;0,19047619047619;1;0,22488038277512
"357";357;"Tile row 16, col 10";1508766,00364193;1509384,26907392;5033687,5869788;5034240,12907594;1;0,411764705882353;0,380952380952381;1;0,220095693779904
"358";358;"Tile row 16, col 11";1509384,26907392;1510002,53450591;5033687,5869788;5034240,12907594;0,666666666666667;0,705882352941177;0,428571428571429;1;0,0287081339712919
"359";359;"Tile row 16, col 12";1510002,53450591;1510620,79995645;5033687,5869788;5034240,12907594;0;0;0,238095238095238;1;0,15311004784689
"360";360;"Tile row 16, col 13";1510620,79995645;1511239,06538844;5033687,5869788;5034240,12907594;0;0,705882352941177;0,0952380952380952;0,666666666666667;0,0956937799043062
"361";361;"Tile row 16, col 14";1511239,06538844;1511857,33082043;5033687,5869788;5034240,12907594;1;0,705882352941177;0,285714285714286;1;0,124401913875598
"362";362;"Tile row 16, col 15";1511857,33082043;1512475,59625243;5033687,5869788;5034240,12907594;0,333333333333333;0,411764705882353;0,19047619047619;0,666666666666667;0,373205741626794
"363";363;"Tile row 16, col 16";1512475,59625243;1513093,86168442;5033687,5869788;5034240,12907594;0,666666666666667;0,705882352941177;0,380952380952381;1;0,430622009569378
"364";364;"Tile row 16, col 17";1513093,86168442;1513712,12711641;5033687,5869788;5034240,12907594;1;1;0,238095238095238;0,666666666666667;0,526315789473684
"365";365;"Tile row 16, col 18";1513712,12711641;1514330,3925484;5033687,5869788;5034240,12907594;0,333333333333333;1;0,428571428571429;0,666666666666667;0,875598086124402
"366";366;"Tile row 16, col 19";1514330,3925484;1514948,65799894;5033687,5869788;5034240,12907594;1;1;0,380952380952381;1;0,655502392344497
"367";367;"Tile row 16, col 20";1514948,65799894;1515566,92343093;5033687,5869788;5034240,12907594;0,333333333333333;0,411764705882353;0,142857142857143;0,666666666666667;0,425837320574163
"368";368;"Tile row 16, col 21";1515566,92343093;1516185,18886292;5033687,5869788;5034240,12907594;0,666666666666667;0,411764705882353;0,333333333333333;0,666666666666667;0,521531100478469
"369";369;"Tile row 16, col 22";1516185,18886292;1516803,45431346;5033687,5869788;5034240,12907594;0,666666666666667;0,705882352941177;0,333333333333333;1;0,665071770334928
"370";370;"Tile row 16, col 23";1516803,45431346;1517421,71974545;5033687,5869788;5034240,12907594;0,333333333333333;1;0,504761904761905;0,333333333333333;0,244019138755981
